"Query_sequence_ID"	"Subject_sequence_ID"	"Percent_identity"	"Alignment_length"	"Number_of_mismatches"	"Number_of_gap_openings"	"Start_position_in_query_sequence"	"End_position_in_query_sequence"	"Start_position_in_subject_sequence"	"End_position_in_subject_sequence"	"E-value"	"Bit_score"	"Genome_ID"
"tauB"	"NZ_QQPQ01000003.1"	32.773	119	80	0	259	615	64895	65251	1.69e-23	73.9	"GCF_003346715.1"
"tauC"	"SLST01000313.1"	43.689	103	58	0	716	408	3984	3676	2.13e-12	73.9	"GCA_007130265.1"
"tauB"	"NZ_KB899406.1"	35	120	78	0	217	576	69428	69069	2.78e-20	73.5	"GCF_000378205.1"
"tauB"	"NC_014364.1"	32.353	102	69	0	310	615	1463621	1463926	6.24e-17	73	"GCF_000143985.1"
"tauC"	"QNBH01000109.1"	33.036	112	75	0	331	666	8492	8157	5.53e-12	72.5	"GCA_003645645.1"
"tauB"	"NC_023035.1"	33.333	105	70	0	301	615	1156443	1156757	7.92e-18	72.1	"GCF_000507245.1"
"tauB"	"NC_014364.1"	37.624	101	63	0	304	606	2901903	2902205	1.88e-19	71.6	"GCF_000143985.1"
"tauB"	"NZ_JWTM01000418.1"	34.286	105	69	0	301	615	216709	216395	1.43e-14	71.6	"GCF_001749745.1"
"tauC"	"NZ_KE384555.1"	30.709	127	88	0	232	612	192137	192517	7.57e-12	71.6	"GCF_000426705.1"
"tauB"	"NZ_KB899410.1"	31.481	108	74	0	256	579	50765	51088	2.47e-11	70.3	"GCF_000378205.1"
"tauB"	"NODE_1492_length_38934_cov_6.537051"	36.697	109	69	0	672	346	23710	24036	8.61e-14	69.8	"CNA0052444"
"tauB"	"NODE_3412_length_25120_cov_12.783722"	34.286	105	69	0	217	531	22684	22370	2.99e-12	69.8	"GCA_028818385.1"
"tauC"	"PXEI01000050.1"	42.157	102	59	0	716	411	1556	1861	3.71e-11	69.8	"GCA_003564775.1"
"tauB"	"NC_014364.1"	31.481	108	74	0	256	579	4188697	4188374	4.66e-11	69.3	"GCF_000143985.1"
"tauB"	"NODE_122_length_177885_cov_9.000585"	34.286	105	69	0	217	531	58889	58575	1.65e-14	68.9	"CNA0052603"
"tauB"	"SLST01000487.1"	30.769	130	90	0	232	621	1695	1306	8.81e-18	68.9	"GCA_007130265.1"
"tauB"	"NC_023035.1"	30.252	119	83	0	259	615	660413	660057	3.27e-16	67	"GCF_000507245.1"
"tauB"	"NZ_KB899406.1"	31.933	119	81	0	259	615	71451	71095	5.01e-19	67	"GCF_000378205.1"
"tauC"	"NZ_QQPQ01000012.1"	41.748	103	60	0	710	402	32687	32995	2.49e-10	67	"GCF_003346715.1"
"tauC"	"SLRR01000046.1"	40.594	101	60	0	710	408	1	303	2.49e-10	67	"GCA_007130865.1"
"tauB"	"SLRR01000190.1"	34.862	109	71	0	585	259	61502	61828	2.94e-15	66.6	"GCA_007130865.1"
"tauB"	"NC_023035.1"	31.25	112	77	0	280	615	2879404	2879069	3.91e-15	65.7	"GCF_000507245.1"
"tauB"	"SKXQ01000020.1"	32.432	111	75	0	283	615	5283	5615	5.91e-10	65.7	"GCA_007128315.1"
"tauB"	"SKKC01000434.1"	30.275	109	76	0	208	534	4488	4814	7.93e-17	65.2	"GCA_007121695.1"
"tauB"	"NC_014364.1"	31.092	119	82	0	259	615	3864381	3864737	2.27e-18	64.8	"GCF_000143985.1"
"tauB"	"NODE_2317_length_34815_cov_110.156530"	34.862	109	71	0	672	346	11809	11483	2.44e-12	64.8	"GCA_028821475.1"
"tauB"	"NC_014364.1"	30.357	112	78	0	280	615	2482900	2482565	3.19e-12	64.3	"GCF_000143985.1"
"tauB"	"NC_014364.1"	30.476	105	73	0	301	615	355299	355613	1.98e-13	64.3	"GCF_000143985.1"
"tauC"	"QNBK01000147.1"	34.314	102	67	0	361	666	3675	3370	1.68e-09	64.3	"GCA_003644105.1"
"tauC"	"SLTF01000274.1"	40.777	103	61	0	716	408	2863	3171	5.89e-14	64.3	"GCA_007130025.1"
"tauB"	"NC_014484.1"	31.429	105	72	0	217	531	1481949	1482263	1.29e-21	62.9	"GCF_000147075.1"
"tauB"	"NC_017098.1"	34.615	104	68	0	217	528	2699483	2699794	2.74e-17	62	"GCF_000242595.2"
"tauB"	"NC_023035.1"	33.333	105	70	0	301	615	3289413	3289099	2.64e-10	62	"GCF_000507245.1"
"tauB"	"NZ_FTMS01000011.1"	30.476	105	73	0	301	615	44708	44394	2.67e-17	62	"GCF_900156105.1"
"tauB"	"MUIB01000136.1"	34.286	105	69	0	573	259	10744	10430	1.95e-11	61.6	"GCA_002084135.1"
"tauC"	"PLNO01000178.1"	31.193	109	75	0	340	666	4548	4874	1.13e-08	61.6	"GCA_003141795.1"
"tauB"	"NC_017583.1"	30.476	105	73	0	217	531	1684643	1684957	4.5e-21	61.1	"GCF_000184345.1"
"tauB"	"NZ_UWYT01000278.1"	30.476	105	73	0	301	615	5140	5454	1.05e-14	60.2	"GCF_900608495.1"
"tauB"	"NC_023035.1"	34.314	102	67	0	217	522	2765300	2764995	3.44e-14	59.3	"GCF_000507245.1"
"tauB"	"NC_023035.1"	31.818	110	75	0	576	247	3697876	3698205	3.39e-07	56.5	"GCF_000507245.1"
"tauB"	"NODE_1492_length_38934_cov_6.537051"	36.607	112	71	0	336	671	24046	23711	3.38e-07	56.5	"CNA0052444"
"tauB"	"NODE_444_length_103008_cov_104.732023"	31.897	116	79	0	564	217	91617	91964	6.4e-07	55.6	"GCA_028821475.1"
"tauC"	"NZ_JNUP01000071.1"	31.373	102	70	0	361	666	42973	42668	9.65e-07	55.1	"GCF_000758165.1"
"tauB"	"NODE_2317_length_34815_cov_110.156530"	35.185	108	70	0	336	659	11473	11796	4.28e-06	52.8	"GCA_028821475.1"
"tauB"	"SLBH01000253.1"	35.135	111	72	0	582	250	1509	1841	1.11e-05	51.5	"GCA_007126415.1"
